keyword,title,publication
phone_issue,GLOVE: Towards Privacy-Preserving Publishing of Record-Level-Truthful Mobile Phone Trajectories,"ACM/IMS Transactions on Data Science (TDS), Volume 2, Issue 3"
phone_issue,"Research issues in smart phones, notepads and related services",CODES+ISSS '12: Proceedings of the eighth IEEE/ACM/IFIP international conference on Hardware/software codesign and system synthesis
phone_issue,"Research issues in smart phones, notepads and related services",EMSOFT '12: Proceedings of the tenth ACM international conference on Embedded software
phone_issue,"Research issues in smart phones, notepads and related services","CASES '12: Proceedings of the 2012 international conference on Compilers, architectures and synthesis for embedded systems"
phone_issue,"Bottlenecks, usability issues and development needs in creating and delivering news videos with smart phones",MoViD '10: Proceedings of the 3rd workshop on Mobile video delivery
phone_issue,Improving Performance of Rural Supply Chains Using Mobile Phones: Reducing Information Asymmetry to Improve Stock Availability in Low-resource Environments,ACM DEV-5 '14: Proceedings of the Fifth ACM Symposium on Computing for Development
phone_issue,"Review of ""The mobile connection: The cell phone's impact on society"" by Rich Ling, (The Morgan Kaufmann series in interactive technologies), Morgan Kaufman publishers, an imprint of Elsevier, San Francisco","Ubiquity (UBIQUITY), Volume 2004, Issue September"
